SchoolYear,RCDTS,School,Enrollment,FAEnrollment,iepp,,eavpp,doepp,ALLCourses,FACourses,ALLTeachers,FATeachers,ALLTeachersCalc,FATeachersCalc
2017,010010010260001,Seymour High School,231,192,4537.00,,89341.00,8328.00,3867,370,21,2,22,3
2017,010010010262002,Seymour Elementary School,313,300,4537.00,,89341.00,8328.00,3349,680,20,2,23,5
2017,010010020260001,Liberty High School,282,132,5349.00,,91431.00,8433.00,4325,283,30,3,31,4
2017,010010020262002,Liberty Elementary School,285,283,5349.00,,91431.00,8433.00,2280,544,23,3,24,4
2017,010010030260001,Central High School,243,137,4978.00,,92491.00,8702.00,3415,270,23,3,26,6
2017,010010030261001,Central Junior High School,280,170,4978.00,,92491.00,8702.00,4200,333,25,4,28,7
2017,010010030262003,Central Elementary Grade School,202,194,4978.00,,92491.00,8702.00,2984,379,11,1,11,1
2017,010010030262008,Central 3-4 Middle School,135,135,4978.00,,92491.00,8702.00,2466,376,10,7,10,7
2017,010010040260001,Unity High School,231,78,5201.00,,90146.00,9620.00,3135,146,20,3,20,3
2017,010010040262006,Unity Elementary School,194,0,5201.00,,90146.00,9620.00,194,0,10,0,10,0
2017,010010040262007,Unity Middle School,258,0,5201.00,,90146.00,9620.00,1532,0,16,0,16,0
2017,010011720220003,Quincy Sr High School,2084,446,5936.00,,135503.00,9767.00,24263,952,124,8,130,13
2017,010011720221003,Quincy Jr High School,1446,694,5936.00,,135503.00,9767.00,22959,1662,93,9,101,16
2017,010011720222004,Sarah Atwater Denman Elementary S,,,5936.00,,135503.00,9767.00,2724,385,,,,
2017,010011720222004,Sarah Atwater Denman Elementary School Site 2,384,377,5936.00,,135503.00,9767.00,,,21,1,22,2
2017,010011720222006,Colonel George Iles Elementary Sc,,,5936.00,,135503.00,9767.00,1681,240,,,,
2017,010011720222006,Colonel George Iles Elementary School,242,239,5936.00,,135503.00,9767.00,,,15,1,15,1
2017,010011720222007,Thomas S Baldwin Elementary Schoo,,,5936.00,,135503.00,9767.00,2275,325,,,,
2017,010011720222007,Thomas S Baldwin Elementary School Site 1,325,325,5936.00,,135503.00,9767.00,,,17,2,17,2
2017,010011720222008,Sarah Atwater Denman Elementary S,,,5936.00,,135503.00,9767.00,1569,281,,,,
2017,010011720222008,Sarah Atwater Denman Elementary Site 1,219,212,5936.00,,135503.00,9767.00,,,14,5,14,5
2017,010011720222009,Thomas S Baldwin Elementary Schoo,,,5936.00,,135503.00,9767.00,2576,359,,,,
2017,010011720222009,Thomas S Baldwin Elementary School Site 2,369,355,5936.00,,135503.00,9767.00,,,19,1,19,1
2017,010011720222016,Lincoln-Douglas Elementary School,254,252,5936.00,,135503.00,9767.00,1782,254,14,1,14,1
2017,010011720222017,Dr. Abby Fox Rooney Elementary Sc,,,5936.00,,135503.00,9767.00,1916,265,,,,
2017,010011720222017,Dr. Abby Fox Rooney Elementary School,267,258,5936.00,,135503.00,9767.00,,,19,1,20,2
2017,010011720222019,Baldwin Intermediate,1033,721,5936.00,,135503.00,9767.00,5899,1476,57,53,66,62
2017,010050010260001,Brown County High School,195,137,4683.00,,102138.00,9565.00,2730,269,25,5,29,9
2017,010050010261002,Brown County Middle School,239,217,4683.00,,102138.00,9565.00,2518,323,22,4,26,8
2017,010050010262002,Brown County Elementary School,258,258,4683.00,,102138.00,9565.00,1459,258,20,2,20,2
2017,010090150260007,Beardstown Jr/Sr High School,903,548,5018.00,,37248.00,7878.00,12890,1593,63,3,63,3
2017,010090150262003,Gard Elementary School,574,573,5018.00,,37248.00,7878.00,8973,2238,38,2,38,2
2017,010090640260003,Virginia Jr/ Sr High School,149,17,5172.00,,123700.00,11506.00,261,17,11,1,12,2
2017,010090640262001,Virginia Elem School,133,115,5172.00,,123700.00,11506.00,1014,225,13,2,14,3
2017,010092620260002,A-C Central High School,137,88,4404.00,,108577.00,9333.00,2075,201,18,4,21,7
2017,010092620261002,A-C Central Middle School,138,114,4404.00,,108577.00,9333.00,2251,383,19,6,23,10
2017,010092620262001,A-C Central Elementary School,152,118,4404.00,,108577.00,9333.00,3308,471,11,1,13,3
2017,010690010260001,Franklin Jr/Sr High School,231,107,7335.00,,188798.00,13604.00,2997,335,22,4,22,4
2017,010690010262004,Alexander Elem School,99,99,7335.00,,188798.00,13604.00,852,99,7,1,7,1
2017,010690010262005,Franklin Elementary School,42,38,7335.00,,188798.00,13604.00,236,38,5,1,5,1
2017,010690060260001,Waverly Junior/Senior High School,240,173,6662.00,,131706.00,11001.00,2298,296,19,3,21,5
2017,010690060262002,Waverly Elementary School,184,183,6662.00,,131706.00,11001.00,1504,375,17,3,19,5
2017,010690110260001,Meredosia-Chambersburg High Sch,56,34,7154.00,,125453.00,13482.00,811,74,16,3,16,3
2017,010690110261001,Meredosia-Chambersburg Jr High,55,31,7154.00,,125453.00,13482.00,649,49,14,1,14,1
2017,010690110262003,Meredosia-Chambersburg Elem Sch,95,88,7154.00,,125453.00,13482.00,1234,165,8,1,8,1
2017,010690270260001,Triopia Jr-Sr High School,153,97,5180.00,,104674.00,8889.00,2120,242,20,3,21,4
2017,010690270262002,Triopia Grade School,192,168,5180.00,,104674.00,8889.00,1043,187,10,1,10,1
2017,010691170220014,Jacksonville High School,1075,410,5402.00,,122318.00,8960.00,13770,767,74,4,76,6
2017,010691170221013,Jacksonville Middle School,533,380,5402.00,,122318.00,8960.00,5604,519,39,3,42,6
2017,010691170222001,Eisenhower Elem School,398,242,5402.00,,122318.00,8960.00,2246,504,19,2,19,2
2017,010691170222005,Washington Elem School,323,220,5402.00,,122318.00,8960.00,2149,453,19,2,20,3
2017,010691170222006,Lincoln Elem School,329,233,5402.00,,122318.00,8960.00,2188,487,18,3,19,4
2017,010691170222007,South Jacksonville Elem School,360,228,5402.00,,122318.00,8960.00,2198,465,18,2,19,3
2017,010691170222008,North Jacksonville School,254,166,5402.00,,122318.00,8960.00,1618,328,13,2,13,2
2017,010691170222009,Murrayville-Woodson Elem School,184,129,5402.00,,122318.00,8960.00,1249,286,14,2,15,3
2017,010750030260002,Pleasant Hill High School,82,53,5535.00,,82126.00,10403.00,1146,136,16,2,16,2
2017,010750030262001,Pleasant Hill Elem School,201,184,5535.00,,82126.00,10403.00,5812,762,17,1,17,1
2017,010750040260002,Griggsville-Perry High School,121,15,5580.00,,93203.00,11098.00,1812,17,15,1,15,1
2017,010750040261002,Griggsville-Perry Middle School,101,0,5580.00,,93203.00,11098.00,734,0,9,0,9,0
2017,010750040262001,Griggsville-Perry Primary School,153,1,5580.00,,93203.00,11098.00,1064,2,11,0,11,0
2017,010750100260009,Pittsfield High School,328,199,5315.00,,89023.00,8939.00,4824,497,26,3,28,5
2017,010750100262007,Pittsfield South Elem School,312,308,5315.00,,89023.00,8939.00,6364,1185,18,1,20,3
2017,010750100262010,Pikeland Community School,612,330,5315.00,,89023.00,8939.00,16056,660,36,4,39,6
2017,010750120260001,Western High School,154,69,5040.00,,100882.00,10610.00,1885,137,17,2,17,2
2017,010750120261001,Western Jr High School,119,81,5040.00,,100882.00,10610.00,1031,122,12,2,12,2
2017,010750120262001,Western Barry Elem,249,227,5040.00,,100882.00,10610.00,1814,452,21,2,21,2
2017,010860010260001,Winchester High School,191,72,5909.00,,73158.00,9000.00,2963,108,25,3,25,3
2017,010860010262002,Winchester Elem School,416,336,5909.00,,73158.00,9000.00,4664,784,33,3,33,3
2017,010860020260001,Bluffs High School,59,0,5640.00,,95334.00,10494.00,750,0,11,0,11,0
2017,010860020261001,Bluffs Junior High School,34,0,5640.00,,95334.00,10494.00,379,0,5,0,5,0
2017,010860020262001,Bluffs Elementary School,109,0,5640.00,,95334.00,10494.00,3299,0,9,0,9,0
2017,030030010260001,Mulberry Grove Sr High School,109,14,5971.00,,71357.00,9705.00,1130,27,13,1,14,2
2017,030030010261001,Mulberry Grove Jr High School,103,0,5971.00,,71357.00,9705.00,1765,0,11,0,11,0
2017,030030010262001,Mulberry Grove Elem School,197,184,5971.00,,71357.00,9705.00,1245,184,15,1,16,2
2017,030030020260001,Bond Cty Comm Unit 2 High School,556,205,5655.00,,94839.00,8839.00,7020,364,34,3,41,10
2017,030030020261002,Greenville Jr High School,321,277,5655.00,,94839.00,8839.00,2450,530,19,2,20,3
2017,030030020262003,Greenville Elem School,577,574,5655.00,,94839.00,8839.00,4702,1207,31,3,40,12
2017,030030020262004,Pocahontas Center,219,219,5655.00,,94839.00,8839.00,1474,390,15,3,22,10
2017,030030020262005,Sorento Elem School,159,157,5655.00,,94839.00,8839.00,1129,334,15,3,22,10
2017,030110010260002,Morrisonville High School,94,48,5020.00,,118853.00,8576.00,1283,90,15,2,17,3
2017,030110010261001,Morrisonville Jr High School,43,26,5020.00,,118853.00,8576.00,577,36,12,2,14,3
2017,030110010262001,Morrisonville Elem School,185,183,5020.00,,118853.00,8576.00,1452,204,11,1,11,1
2017,030110030260006,Taylorville Sr High School,826,269,4479.00,,119013.00,7474.00,11582,626,50,3,53,6
2017,030110030261005,Taylorville Jr High School,812,164,4479.00,,119013.00,7474.00,5114,233,46,3,48,5
2017,030110030262001,Memorial Elem School,342,0,4479.00,,119013.00,7474.00,2082,0,13,0,13,0
2017,030110030262003,North Elem School,443,0,4479.00,,119013.00,7474.00,2254,0,18,0,20,0
2017,030110030262005,Stonington Elem School,79,0,4479.00,,119013.00,7474.00,419,0,6,0,6,0
2017,030110040260002,Edinburg High School,82,1,3579.00,,163229.00,6967.00,917,1,,,,
2017,030110040261001,Edinburg Jr High School,47,43,3579.00,,163229.00,6967.00,1389,43,,,,
2017,030110040262001,Edinburg Elem School,141,34,3579.00,,163229.00,6967.00,3593,124,,,,
2017,030110080260006,Pana Sr High School,425,192,5354.00,,80795.00,9278.00,5710,407,31,5,35,9
2017,030110080261005,Pana Jr High School,306,142,5354.00,,80795.00,9278.00,1998,192,22,3,25,6
2017,030110080262001,Lincoln Elem School,302,297,5354.00,,80795.00,9278.00,2656,596,19,3,21,5
2017,030110080262003,Washington Elem School,276,272,5354.00,,80795.00,9278.00,2298,545,18,4,19,5
2017,030110140240001,South Fork Jr Sr High School,178,73,4760.00,,62399.00,7689.00,1909,152,18,3,18,3
2017,030110140242001,South Fork Elementary School,141,0,4760.00,,62399.00,7689.00,142,0,8,0,8,0
2017,030250100260001,Altamont High School,272,149,5027.00,,90101.00,8920.00,3717,333,22,2,24,4
2017,030250100262002,Altamont Grade School,455,407,5027.00,,90101.00,8920.00,12250,2942,34,3,35,4
2017,030250200260001,Beecher City Jr-Sr High School,165,39,5661.00,,179737.00,10477.00,2828,77,18,2,19,3
2017,030250200262003,Beecher City Grade School,134,112,5661.00,,179737.00,10477.00,3702,860,9,7,9,7
2017,030250300260001,Dieterich Jr/Sr High School,175,100,5413.00,,69620.00,8500.00,2546,292,19,3,21,5
2017,030250300262002,Dieterich Elem School,314,303,5413.00,,69620.00,8500.00,2504,470,20,3,22,5
2017,030250400260001,Effingham High School,749,267,4624.00,,150904.00,8632.00,9357,583,51,3,53,5
2017,030250400261001,Effingham Junior High School,621,516,4624.00,,150904.00,8632.00,9547,1081,36,4,37,5
2017,030250400262002,Central Grade School,686,685,4624.00,,150904.00,8632.00,12519,2637,35,4,41,10
2017,030250400262006,Early Learning Center,202,160,4624.00,,150904.00,8632.00,706,165,11,1,12,2
2017,030250400262008,South Side Grade School,344,344,4624.00,,150904.00,8632.00,2950,694,17,2,17,2
2017,030250500260001,Teutopolis High School,339,133,4499.00,,105577.00,7832.00,3583,280,25,2,28,4
2017,030250500261001,Teutopolis Junior High School,152,43,4499.00,,105577.00,7832.00,2029,86,7,0,7,0
2017,030250500262002,Teutopolis Grade School,553,410,4499.00,,105577.00,7832.00,4299,583,24,13,24,13
2017,030262010260003,Brownstown High School,95,0,5177.00,,57287.00,9779.00,1264,0,12,0,14,0
2017,030262010261001,Brownstown Jr High School,44,17,5177.00,,57287.00,9779.00,689,17,9,1,10,2
2017,030262010262001,Brownstown Elem School,217,210,5177.00,,57287.00,9779.00,1525,212,16,1,17,2
2017,030262020260002,St Elmo Sr High School,138,36,5322.00,,69951.00,9431.00,1721,81,13,1,13,1
2017,030262020261001,St Elmo Jr High School,64,37,5322.00,,69951.00,9431.00,901,59,,,,
2017,030262020262001,St Elmo Elem School,255,252,5322.00,,69951.00,9431.00,5526,763,16,7,16,7
2017,030262030260001,Vandalia Community High School,448,136,5937.00,,77038.00,9677.00,5623,281,37,5,39,7
2017,030262030262008,Vandalia Elementary School,474,463,5937.00,,77038.00,9677.00,4607,938,27,21,27,21
2017,030262030262009,Vandalia Junior High School,562,556,5937.00,,77038.00,9677.00,5100,913,38,4,41,7
2017,030262040260002,Ramsey High School,252,77,5955.00,,58075.00,9586.00,2478,136,22,2,24,4
2017,030262040262001,Ramsey Elem School,184,149,5955.00,,58075.00,9586.00,1285,185,12,2,14,4
2017,030680020260001,Lincolnwood High School,153,44,5325.00,,123292.00,9755.00,1985,80,19,3,23,7
2017,030680020261002,Lincolnwood Jr High School,113,68,5325.00,,123292.00,9755.00,831,82,14,2,18,3
2017,030680020262003,Farmersville Elem School,69,69,5325.00,,123292.00,9755.00,344,142,6,2,6,2
2017,030680020262005,Raymond Grade School,154,154,5325.00,,123292.00,9755.00,1384,311,13,2,13,2
2017,030680030260001,Hillsboro High School,528,222,5127.00,,111700.00,8852.00,6413,452,36,4,36,4
2017,030680030261002,Hillsboro Jr High School,387,316,5127.00,,111700.00,8852.00,5061,367,26,3,26,3
2017,030680030262003,Beckemeyer Elem School,632,518,5127.00,,111700.00,8852.00,4434,1070,36,3,38,5
2017,030680030262006,Coffeen Elem School,149,149,5127.00,,111700.00,8852.00,1098,310,12,3,14,5
2017,030680120260001,Litchfield Senior High School,452,224,4939.00,,93659.00,8442.00,6032,516,32,3,33,4
2017,030680120261002,Litchfield Middle School,323,109,4939.00,,93659.00,8442.00,2276,136,26,2,26,2
2017,030680120262003,J D Colt Elem School,216,0,4939.00,,93659.00,8442.00,548,0,12,0,12,0
2017,030680120262004,Madison Park Elem School,192,0,4939.00,,93659.00,8442.00,342,0,11,0,11,0
2017,030680120262006,Russell Elem School,237,215,4939.00,,93659.00,8442.00,1154,230,13,1,16,4
2017,030680220260001,Nokomis Jr/Sr High Sch,315,63,4370.00,,78613.00,7965.00,3159,137,27,2,27,2
2017,030680220262003,North Elem School,276,170,4370.00,,78613.00,7965.00,1669,356,11,2,11,2
2017,040041000260001,Belvidere High School,1316,662,6161.00,,97048.00,10669.00,16669,1217,75,5,79,8
2017,040041000260002,Belvidere North High Sch,1560,661,6161.00,,97048.00,10669.00,19638,1269,82,5,87,10
2017,040041000261002,Belvidere South Middle School,853,627,6161.00,,97048.00,10669.00,7270,908,57,3,57,3
2017,040041000261003,Belvidere Central Middle School,1041,858,6161.00,,97048.00,10669.00,8958,1482,63,3,65,3
2017,040041000262003,Caledonia Elem School,379,378,6161.00,,97048.00,10669.00,2764,762,19,2,19,2
2017,040041000262005,Lincoln Elem School,596,565,6161.00,,97048.00,10669.00,4211,1132,36,3,36,3
2017,040041000262007,Perry Elem School,316,315,6161.00,,97048.00,10669.00,2321,630,15,2,16,2
2017,040041000262008,Washington Academy,872,770,6161.00,,97048.00,10669.00,6053,1548,47,2,49,4
2017,040041000262009,Meehan Elementary School,663,663,6161.00,,97048.00,10669.00,4745,1331,34,3,34,3
2017,040041000262010,Seth Whitman Elem Sch,676,676,6161.00,,97048.00,10669.00,4845,1356,34,2,35,3
2017,040042000260003,North Boone High School,544,238,5452.00,,88545.00,10434.00,6808,364,37,2,38,3
2017,040042000261001,North Boone Middle School,236,141,5452.00,,88545.00,10434.00,2482,185,24,3,25,4
2017,040042000262001,Capron Elem School,161,153,5452.00,,88545.00,10434.00,1685,306,11,2,12,3
2017,040042000262002,Manchester Elem School,172,158,5452.00,,88545.00,10434.00,1735,316,10,2,11,3
2017,040042000262004,Poplar Grove Elem School,296,280,5452.00,,88545.00,10434.00,3101,564,21,2,22,3
2017,040042000262005,North Boone Upper Elem Sch,260,244,5452.00,,88545.00,10434.00,2558,252,16,2,16,2
2017,041011220220002,Harlem High School,2307,830,7547.00,,95750.00,12396.00,31525,1400,152,6,153,7
2017,041011220221005,Harlem Middle School,1056,517,7547.00,,95750.00,12396.00,8096,707,79,5,82,8
2017,041011220222005,Loves Park Elem School,373,366,7547.00,,95750.00,12396.00,2849,745,21,14,23,16
2017,041011220222006,Maple Elem School,305,0,7547.00,,95750.00,12396.00,1467,0,15,0,15,0
2017,041011220222007,Marquette Elem School,344,342,7547.00,,95750.00,12396.00,2402,687,24,20,27,23
2017,041011220222008,Rock Cut Elem School,440,435,7547.00,,95750.00,12396.00,3284,900,27,24,28,25
2017,041011220222010,Ralston Elem School,329,328,7547.00,,95750.00,12396.00,2459,658,21,17,21,17
2017,041011220222011,Windsor Elem School,455,0,7547.00,,95750.00,12396.00,2037,0,27,0,27,0
2017,041011220222013,Machesney Elem School,436,432,7547.00,,95750.00,12396.00,3552,874,24,20,25,21
2017,041011220222014,Olson Park Elem School,356,353,7547.00,,95750.00,12396.00,2649,705,23,18,23,18
2017,041011220222015,Donald C Parker Early Educ Center,454,448,7547.00,,95750.00,12396.00,1770,900,25,23,25,23
2017,041011310041002,Roscoe Middle School,617,301,5427.00,,176107.00,8100.00,4656,302,32,2,33,3
2017,041011310042001,Kinnikinnick School,397,397,5427.00,,176107.00,8100.00,3369,796,23,2,27,6
2017,041011310042002,Ledgewood Elem School,351,350,5427.00,,176107.00,8100.00,2649,708,19,4,23,8
2017,041011310042003,Stone Creek School,365,357,5427.00,,176107.00,8100.00,3124,737,21,2,23,4
2017,041011330041001,Willowbrook Middle School,349,338,5352.00,,151061.00,8512.00,3738,597,24,3,25,4
2017,041011330042001,Prairie Hill Elem School,395,395,5352.00,,151061.00,8512.00,2194,812,26,4,29,7
2017,041011340042001,Shirland C C School,120,104,6229.00,,267473.00,11167.00,1069,216,12,6,12,6
2017,041011400041001,Stephen Mack Middle School,554,486,5403.00,,147506.00,8367.00,6469,574,31,2,32,3
2017,041011400042001,Rockton Elem School,482,481,5403.00,,147506.00,8367.00,2723,959,24,2,27,5
2017,041011400042002,Whitman Post Elem School,496,485,5403.00,,147506.00,8367.00,3930,974,25,2,26,3
2017,041012050250001,Auburn High School,2040,1015,7145.00,,83217.00,12141.00,26434,2475,,,,
2017,041012050250002,Rockford East High School,2265,883,7145.00,,83217.00,12141.00,28142,1789,,,,
2017,041012050250003,Guilford High School,1871,936,7145.00,,83217.00,12141.00,23440,2102,,,,
2017,041012050250004,Jefferson High School,1785,638,7145.00,,83217.00,12141.00,24692,1303,,,,
2017,041012050251001,West Middle School,983,738,7145.00,,83217.00,12141.00,14062,1946,,,,
2017,041012050251006,Eisenhower Middle School,863,627,7145.00,,83217.00,12141.00,12578,1103,,,,
2017,041012050251008,Bernard W Flinn Middle School,1042,629,7145.00,,83217.00,12141.00,15367,955,,,,
2017,041012050251009,Abraham Lincoln Middle School,791,516,7145.00,,83217.00,12141.00,11605,722,,,,
2017,041012050251010,Kennedy Middle School,611,438,7145.00,,83217.00,12141.00,8652,775,,,,
2017,041012050252014,Barbour Two-Way Lang Immersion,751,703,7145.00,,83217.00,12141.00,7219,1500,35,3,37,5
2017,041012050252016,Beyer Elem School,256,249,7145.00,,83217.00,12141.00,2100,520,17,2,17,2
2017,041012050252017,C Henry Bloom Elem School,392,381,7145.00,,83217.00,12141.00,3206,828,19,2,21,4
2017,041012050252018,Brookview Elem School,494,486,7145.00,,83217.00,12141.00,3902,975,21,2,22,3
2017,041012050252019,Clifford P Carlson Elem School,454,446,7145.00,,83217.00,12141.00,3633,908,21,2,22,3
2017,04101205025201C,Legacy Acad of Excellence Charter Sch,335,0,7145.00,,83217.00,12141.00,,,,,,
2017,041012050252020,Cherry Valley Elem School,176,174,7145.00,,83217.00,12141.00,1400,350,9,1,9,1
2017,041012050252022,Conklin Elem School,414,397,7145.00,,83217.00,12141.00,3215,804,21,2,21,2
2017,041012050252024,Ellis Elementary School,588,529,7145.00,,83217.00,12141.00,4299,1074,27,2,28,3
2017,041012050252027,Arthur Froberg Elem School,507,504,7145.00,,83217.00,12141.00,4072,1018,21,2,22,3
2017,041012050252029,Gregory Elem School,372,357,7145.00,,83217.00,12141.00,2894,723,16,2,18,4
2017,04101205025202C,Galapagos Rockford Charter Sch,358,0,7145.00,,83217.00,12141.00,,,,,,
2017,041012050252034,Haskell Elementary School,320,315,7145.00,,83217.00,12141.00,2592,648,20,2,20,2
2017,041012050252037,Swan Hillman Elem School,680,660,7145.00,,83217.00,12141.00,5336,1334,30,5,33,8
2017,041012050252039,Maud E Johnson Elem School,533,519,7145.00,,83217.00,12141.00,4192,1048,26,3,28,5
2017,04101205025203C,Jackson Charter School,515,0,7145.00,,83217.00,12141.00,234,0,2,0,2,0
2017,041012050252040,Kishwaukee Elem School,372,356,7145.00,,83217.00,12141.00,2935,734,15,2,17,3
2017,041012050252041,Julia Lathrop Elem School,459,453,7145.00,,83217.00,12141.00,3672,918,21,2,21,2
2017,041012050252043,McIntosh Elementary,455,436,7145.00,,83217.00,12141.00,3535,883,19,2,19,2
2017,041012050252046,Wm Nashold Elem School,101,96,7145.00,,83217.00,12141.00,776,194,7,2,8,3
2017,041012050252047,John Nelson Elem School,532,516,7145.00,,83217.00,12141.00,4180,1046,25,3,29,7
2017,041012050252051,Riverdahl Elem School,574,553,7145.00,,83217.00,12141.00,4555,1138,27,2,29,3
2017,041012050252054,Rolling Green,635,614,7145.00,,83217.00,12141.00,5032,1257,38,3,40,5
2017,041012050252056,Spring Creek Elem School,371,366,7145.00,,83217.00,12141.00,2992,748,22,2,23,3
2017,041012050252059,AC Thompson Elem School,306,295,7145.00,,83217.00,12141.00,2376,594,18,3,20,5
2017,041012050252063,R K Welsh Elem School,525,512,7145.00,,83217.00,12141.00,4111,1027,27,2,28,3
2017,041012050252064,West View Elem School,547,535,7145.00,,83217.00,12141.00,4408,1102,23,2,28,4
2017,041012050252066,Whitehead Elem School,627,613,7145.00,,83217.00,12141.00,4926,1232,30,4,30,4
2017,041012050252067,Cherry Valley Elementary School,208,207,7145.00,,83217.00,12141.00,1672,418,13,2,15,4
2017,041012050252078,Thurgood Marshall Elementary,424,420,7145.00,,83217.00,12141.00,3360,840,19,2,21,3
2017,041012050252080,Washington Elementary School,384,372,7145.00,,83217.00,12141.00,2984,746,20,2,21,3
2017,041012050252084,Lewis Lemon Elementary,508,484,7145.00,,83217.00,12141.00,3982,996,22,1,23,2
2017,041012050252085,Montessori Elementary School,478,379,7145.00,,83217.00,12141.00,3032,758,27,4,32,8
2017,041012050252086,Rockford Envrnmntl Science Acad,1045,501,7145.00,,83217.00,12141.00,15423,615,,,,
2017,041012050252087,Thurgood Marshall School,459,418,7145.00,,83217.00,12141.00,3057,767,,,,
2017,041012070160001,Hononegah High School,2110,532,7724.00,,341690.00,11249.00,24547,948,124,5,129,8
2017,041013200260001,South Beloit Sr High School,293,130,5594.00,,78282.00,9989.00,3563,303,21,2,22,3
2017,041013200261002,South Beloit Jr High School,163,43,5594.00,,78282.00,9989.00,4412,177,13,1,14,2
2017,041013200262003,Clark Elementary School,160,160,5594.00,,78282.00,9989.00,672,168,10,9,12,11
2017,041013200262004,Riverview Elementary School,253,250,5594.00,,78282.00,9989.00,1806,254,15,1,17,3
2017,041013200262005,Blackhawk Elementary School,134,79,5594.00,,78282.00,9989.00,1040,113,12,2,15,5
2017,041013210260001,Pecatonica High School,256,134,5525.00,,106705.00,10971.00,3342,244,23,3,25,5
2017,041013210261001,Pecatonica Comm Middle School,301,298,5525.00,,106705.00,10971.00,2580,512,22,3,25,6
2017,041013210262002,Pecatonica Elem School,359,0,5525.00,,106705.00,10971.00,2356,0,18,0,18,0
2017,041013220260001,Durand High School,159,67,7829.00,,144447.00,13395.00,2400,155,,,,
2017,041013220261001,Durand Jr High School,98,61,7829.00,,144447.00,13395.00,1073,100,,,,
2017,041013220262001,Durand Elem School,291,162,7829.00,,144447.00,13395.00,1470,412,10,1,10,1
2017,041013230260001,Winnebago High School,462,257,5628.00,,114468.00,9702.00,5523,510,42,4,46,8
2017,041013230261002,Winnebago Middle School,349,332,5628.00,,114468.00,9702.00,2698,508,28,5,30,7
2017,041013230262003,Dorothy Simon Elem School,270,264,5628.00,,114468.00,9702.00,1618,530,18,2,18,2
2017,041013230262005,Jean McNair Elementary School,303,295,5628.00,,114468.00,9702.00,2100,608,20,3,21,4
2017,050160150041011,Plum Grove Jr High School,826,642,7617.00,,276916.00,12536.00,13226,1053,44,4,47,6
2017,050160150041014,Carl Sandburg Jr High School,512,441,7617.00,,276916.00,12536.00,7842,682,37,4,38,5
2017,050160150041016,Winston Campus Jr High,771,491,7617.00,,276916.00,12536.00,12102,769,57,4,61,8
2017,050160150041018,Walter R Sundling Jr High Sch,651,575,7617.00,,276916.00,12536.00,10116,958,40,4,41,5
2017,050160150042001,Jane Addams Elem School,652,548,7617.00,,276916.00,12536.00,6458,1096,41,4,46,9
2017,050160150042003,Central Road Elem School,602,502,7617.00,,276916.00,12536.00,5750,1008,32,3,32,3
2017,050160150042004,Marion Jordan Elem School,483,406,7617.00,,276916.00,12536.00,4374,812,20,2,21,3
2017,050160150042005,Kimball Hill Elem School,620,531,7617.00,,276916.00,12536.00,6161,1072,34,3,35,4
2017,050160150042006,Hunting Ridge Elem School,693,601,7617.00,,276916.00,12536.00,6869,1206,35,3,37,5
2017,050160150042007,Lake Louise Elem School,726,605,7617.00,,276916.00,12536.00,7006,1214,40,4,44,8
2017,050160150042008,Lincoln Elementary School,865,726,7617.00,,276916.00,12536.00,8284,1458,43,4,49,10
2017,050160150042009,Stuart R Paddock School,746,634,7617.00,,276916.00,12536.00,7227,1268,39,4,44,9
2017,050160150042010,Pleasant Hill Elem School,611,534,7617.00,,276916.00,12536.00,5945,1070,29,2,31,3
2017,050160150042013,Gray M Sanborn Elem School,583,481,7617.00,,276916.00,12536.00,5576,1012,35,5,44,14
2017,050160150042015,Virginia Lake Elem School,814,694,7617.00,,276916.00,12536.00,8103,1396,44,4,47,7
2017,050160150042018,Willow Bend Elem School,697,575,7617.00,,276916.00,12536.00,6669,1172,33,3,36,6
2017,050160150042019,Winston Campus Elementary,526,449,7617.00,,276916.00,12536.00,5353,902,31,2,31,2
2017,050160150042020,Thomas Jefferson Elem School,457,412,7617.00,,276916.00,12536.00,4630,824,27,2,27,2
2017,050160150042023,Frank C Whiteley Elem School,619,514,7617.00,,276916.00,12536.00,5771,1028,32,3,34,5
2017,050160210041002,Cooper Middle School,729,693,9689.00,,259199.00,16571.00,9529,1844,54,10,61,17
2017,050160210041006,Oliver W Holmes Middle School,775,738,9689.00,,259199.00,16571.00,10124,1973,61,12,67,18
2017,050160210041007,Jack London Middle School,681,655,9689.00,,259199.00,16571.00,9102,1862,58,10,62,14
2017,050160210042003,Eugene Field Elem School,604,582,9689.00,,259199.00,16571.00,4614,1168,32,2,32,2
2017,050160210042004,Robert Frost Elem School,546,533,9689.00,,259199.00,16571.00,4285,1076,33,3,34,4
2017,050160210042007,Joyce Kilmer Elem School,504,488,9689.00,,259199.00,16571.00,3945,984,27,2,27,2
2017,050160210042009,Henry W Longfellow Elem School,394,387,9689.00,,259199.00,16571.00,3083,774,22,2,23,3
2017,050160210042010,Edgar A Poe Elem School,490,473,9689.00,,259199.00,16571.00,3783,969,28,3,28,3
2017,050160210042011,J W Riley Elem School,306,302,9689.00,,259199.00,16571.00,2311,604,16,2,17,3
2017,050160210042013,Booth Tarkington Elem School,384,370,9689.00,,259199.00,16571.00,3116,754,20,2,20,2
2017,050160210042014,Mark Twain Elem School,492,467,9689.00,,259199.00,16571.00,3740,940,30,2,30,2
