label,cap_length,number
61,13,0.11627906976744186
61,14,0.046511627906976744
61,15,0.023255813953488372
61,20,0.023255813953488372
62,5,0.01639344262295082
62,6,0.04918032786885246
62,7,0.16393442622950818
62,8,0.04918032786885246
62,9,0.18032786885245902
62,10,0.2786885245901639
62,11,0.08196721311475409
62,12,0.04918032786885246
62,13,0.04918032786885246
62,14,0.04918032786885246
62,15,0.01639344262295082
62,17,0.01639344262295082
63,5,0.03225806451612903
63,6,0.12903225806451613
63,7,0.3548387096774194
63,8,0.2903225806451613
63,9,0.03225806451612903
63,10,0.06451612903225806
63,11,0.06451612903225806
63,14,0.03225806451612903
64,4,0.10714285714285714
64,5,0.03571428571428571
64,6,0.03571428571428571
64,7,0.10714285714285714
64,8,0.07142857142857142
64,9,0.07142857142857142
64,10,0.03571428571428571
64,11,0.14285714285714285
64,12,0.17857142857142858
64,13,0.10714285714285714
64,14,0.03571428571428571
64,15,0.07142857142857142
65,7,0.2916666666666667
65,8,0.4166666666666667
65,9,0.08333333333333333
65,10,0.08333333333333333
65,11,0.125
66,6,0.07142857142857142
66,7,0.42857142857142855
66,8,0.5
67,6,0.06896551724137931
67,7,0.034482758620689655
67,8,0.13793103448275862
67,9,0.06896551724137931
67,10,0.10344827586206896
67,11,0.13793103448275862
67,12,0.27586206896551724
67,13,0.10344827586206896
67,15,0.06896551724137931
68,6,0.13333333333333333
68,7,0.06666666666666667
68,8,0.13333333333333333
68,9,0.13333333333333333
68,10,0.13333333333333333
68,11,0.2
68,13,0.13333333333333333
68,14,0.06666666666666667
69,8,0.6666666666666666
69,9,0.1111111111111111
69,10,0.1111111111111111
69,11,0.1111111111111111
70,5,0.027777777777777776
70,6,0.027777777777777776
70,7,0.1111111111111111
70,8,0.3888888888888889
70,9,0.1111111111111111
70,10,0.1388888888888889
70,11,0.08333333333333333
70,13,0.08333333333333333
70,14,0.027777777777777776
71,7,0.038461538461538464
71,8,0.07692307692307693
71,9,0.19230769230769232
71,10,0.4230769230769231
71,11,0.15384615384615385
71,12,0.038461538461538464
71,14,0.07692307692307693
72,3,0.016666666666666666
72,4,0.03333333333333333
72,5,0.08333333333333333
72,6,0.05
72,7,0.05
72,8,0.03333333333333333
72,9,0.06666666666666667
72,10,0.08333333333333333
72,11,0.18333333333333332
72,12,0.13333333333333333
72,13,0.11666666666666667
72,14,0.1
72,15,0.05
73,7,0.125
73,8,0.375
73,9,0.0625
73,10,0.3125
73,11,0.0625
73,18,0.0625
74,7,0.03333333333333333
74,8,0.03333333333333333
74,10,0.1
74,11,0.26666666666666666
74,12,0.36666666666666664
74,13,0.06666666666666667
74,14,0.03333333333333333
74,15,0.03333333333333333
74,17,0.03333333333333333
74,23,0.03333333333333333
75,6,0.027777777777777776
75,7,0.25
75,8,0.25
75,9,0.08333333333333333
75,10,0.2222222222222222
75,11,0.1111111111111111
75,13,0.027777777777777776
75,14,0.027777777777777776
76,6,0.047619047619047616
76,7,0.14285714285714285
76,8,0.047619047619047616
76,9,0.19047619047619047
76,10,0.5714285714285714
77,7,0.047619047619047616
77,8,0.09523809523809523
77,9,0.19047619047619047
77,10,0.23809523809523808
77,11,0.3333333333333333
77,12,0.047619047619047616
77,15,0.047619047619047616
78,4,0.034482758620689655
78,6,0.10344827586206896
78,7,0.3793103448275862
78,8,0.13793103448275862
78,9,0.06896551724137931
78,10,0.06896551724137931
78,11,0.13793103448275862
78,12,0.034482758620689655
78,13,0.034482758620689655
79,7,0.09090909090909091
79,8,0.045454545454545456
79,9,0.09090909090909091
79,10,0.18181818181818182
79,11,0.09090909090909091
79,12,0.2727272727272727
79,13,0.13636363636363635
79,14,0.045454545454545456
79,15,0.045454545454545456
80,6,0.045454545454545456
80,8,0.09090909090909091
80,9,0.22727272727272727
80,10,0.22727272727272727
80,11,0.13636363636363635
80,12,0.13636363636363635
80,13,0.09090909090909091
80,18,0.045454545454545456
81,6,0.21428571428571427
81,8,0.14285714285714285
81,9,0.14285714285714285
81,10,0.2857142857142857
81,11,0.07142857142857142
81,13,0.07142857142857142
81,14,0.07142857142857142
82,7,0.1875
82,8,0.625
82,9,0.03125
82,10,0.03125
82,12,0.125
83,6,0.1111111111111111
83,8,0.1111111111111111
83,9,0.1111111111111111
83,10,0.1111111111111111
83,12,0.2222222222222222
83,13,0.2222222222222222
83,15,0.1111111111111111
84,5,0.011764705882352941
84,6,0.1411764705882353
84,7,0.2
84,8,0.3176470588235294
84,9,0.07058823529411765
84,10,0.16470588235294117
84,11,0.023529411764705882
84,12,0.03529411764705882
84,13,0.011764705882352941
84,14,0.011764705882352941
84,15,0.011764705882352941
85,6,0.0945945945945946
85,7,0.2702702702702703
85,8,0.36486486486486486
85,9,0.04054054054054054
85,10,0.10810810810810811
85,11,0.04054054054054054
85,12,0.05405405405405406
85,13,0.02702702702702703
86,6,0.04
86,7,0.08
86,8,0.04
86,9,0.16
86,10,0.08
86,12,0.32
86,13,0.08
86,14,0.08
86,15,0.12
87,6,0.04878048780487805
87,7,0.12195121951219512
87,8,0.04878048780487805
87,9,0.2682926829268293
87,10,0.24390243902439024
87,11,0.04878048780487805
87,12,0.024390243902439025
87,13,0.0975609756097561
87,14,0.024390243902439025
87,15,0.04878048780487805
87,18,0.024390243902439025
88,7,0.03225806451612903
88,8,0.0967741935483871
88,9,0.0967741935483871
88,10,0.16129032258064516
88,11,0.1935483870967742
88,12,0.12903225806451613
88,13,0.03225806451612903
88,14,0.16129032258064516
88,17,0.03225806451612903
88,18,0.06451612903225806
89,6,0.02127659574468085
89,7,0.1702127659574468
89,8,0.1276595744680851
89,9,0.2127659574468085
89,10,0.1276595744680851
89,11,0.14893617021276595
89,12,0.1276595744680851
89,13,0.02127659574468085
89,14,0.02127659574468085
89,15,0.02127659574468085
90,6,0.06976744186046512
90,7,0.13953488372093023
90,8,0.09302325581395349
90,9,0.20930232558139536
90,10,0.11627906976744186
90,11,0.13953488372093023
90,12,0.09302325581395349
90,14,0.046511627906976744
90,15,0.023255813953488372
90,16,0.023255813953488372
90,17,0.023255813953488372
90,18,0.023255813953488372
91,6,0.2
91,8,0.06666666666666667
91,9,0.26666666666666666
91,10,0.2
91,11,0.13333333333333333
91,13,0.13333333333333333
92,5,0.05
92,7,0.05
92,8,0.3
92,10,0.1
92,11,0.3
92,12,0.05
92,13,0.05
92,14,0.1
93,7,0.05263157894736842
93,8,0.05263157894736842
93,9,0.2631578947368421
93,10,0.3157894736842105
93,12,0.05263157894736842
93,13,0.10526315789473684
93,14,0.05263157894736842
93,15,0.05263157894736842
93,18,0.05263157894736842
94,5,0.16666666666666666
94,6,0.08333333333333333
94,8,0.16666666666666666
94,9,0.08333333333333333
94,10,0.16666666666666666
94,11,0.3333333333333333
95,4,0.02
95,5,0.05
95,6,0.11
95,7,0.12
95,8,0.04
95,9,0.18
95,10,0.18
95,11,0.15
95,12,0.07
95,13,0.03
95,14,0.03
95,15,0.01
95,18,0.01
96,4,0.014492753623188406
96,5,0.014492753623188406
96,6,0.08695652173913043
96,7,0.10144927536231885
96,8,0.21739130434782608
96,9,0.08695652173913043
96,10,0.10144927536231885
96,11,0.15942028985507245
96,12,0.07246376811594203
96,13,0.043478260869565216
96,14,0.057971014492753624
96,15,0.028985507246376812
96,18,0.014492753623188406
97,6,0.10714285714285714
97,7,0.21428571428571427
97,8,0.25
97,9,0.17857142857142858
97,10,0.17857142857142858
97,11,0.03571428571428571
97,13,0.03571428571428571
98,7,0.5416666666666666
98,8,0.2916666666666667
98,9,0.041666666666666664
98,10,0.08333333333333333
98,16,0.041666666666666664
99,6,0.06666666666666667
99,8,0.06666666666666667
99,9,0.06666666666666667
99,10,0.06666666666666667
99,11,0.13333333333333333
99,12,0.3333333333333333
99,13,0.2
99,14,0.06666666666666667
